age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
40.0,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
30.0,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
26.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Outlying-US(Guam-USVI-etc),<=50K
46.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
26.0,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
50.0,Federal-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,Masters,Widowed,Tech-support,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,India,<=50K
17.0,,11th,Never-married,,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
72.0,Private,Assoc-voc,Separated,Other-service,Unmarried,White,Female,6723.0,0.0,25.0,United-States,<=50K
19.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,7th-8th,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,Mexico,<=50K
20.0,,HS-grad,Never-married,,Own-child,Black,Female,0.0,0.0,25.0,United-States,<=50K
30.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Self-emp-not-inc,Some-college,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K
26.0,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,42.0,United-States,<=50K
44.0,Private,Masters,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,24.0,Iran,<=50K
35.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
38.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,Other,Female,0.0,0.0,40.0,United-States,<=50K
39.0,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,3464.0,0.0,20.0,United-States,<=50K
54.0,Private,10th,Separated,Sales,Unmarried,White,Female,0.0,0.0,43.0,Italy,<=50K
62.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
45.0,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
30.0,Private,HS-grad,Never-married,Exec-managerial,Own-child,Black,Female,0.0,0.0,35.0,Jamaica,<=50K
32.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Self-emp-not-inc,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
84.0,Local-gov,Assoc-voc,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,14.0,United-States,<=50K
46.0,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,60.0,United-States,<=50K
67.0,Local-gov,Masters,Divorced,Adm-clerical,Not-in-family,White,Female,2009.0,0.0,40.0,United-States,<=50K
23.0,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,42.0,United-States,<=50K
55.0,,HS-grad,Separated,,Not-in-family,Black,Female,0.0,2001.0,40.0,United-States,<=50K
42.0,State-gov,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
17.0,Private,11th,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0.0,0.0,20.0,United-States,<=50K
60.0,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
31.0,Private,12th,Divorced,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Private,7th-8th,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,Portugal,<=50K
31.0,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,48.0,United-States,<=50K
61.0,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
40.0,State-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,49.0,United-States,<=50K
39.0,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
37.0,Local-gov,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0.0,0.0,27.0,United-States,<=50K
47.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
30.0,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
20.0,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,30.0,United-States,<=50K
31.0,,Some-college,Never-married,,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
19.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,25.0,United-States,<=50K
50.0,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
33.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
25.0,,Bachelors,Never-married,,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
49.0,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,1876.0,40.0,United-States,<=50K
30.0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Private,Assoc-voc,Never-married,Sales,Unmarried,White,Male,0.0,0.0,5.0,United-States,<=50K
28.0,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,45.0,United-States,<=50K
56.0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0.0,1617.0,40.0,United-States,<=50K
38.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,<=50K
20.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,2176.0,0.0,20.0,United-States,<=50K
82.0,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,4356.0,18.0,United-States,<=50K
32.0,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
37.0,Private,Assoc-voc,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,32.0,United-States,<=50K
30.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,3411.0,0.0,40.0,United-States,<=50K
49.0,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,56.0,United-States,<=50K
40.0,Local-gov,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
42.0,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
35.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,81.0,United-States,<=50K
32.0,Local-gov,Assoc-voc,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
53.0,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
25.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
17.0,Never-worked,10th,Never-married,,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
42.0,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
27.0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
37.0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
57.0,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,0.0,0.0,28.0,United-States,<=50K
36.0,Self-emp-not-inc,Assoc-voc,Separated,Exec-managerial,Not-in-family,White,Male,0.0,0.0,48.0,United-States,<=50K
27.0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
17.0,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,15.0,United-States,<=50K
30.0,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
31.0,Local-gov,Bachelors,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
32.0,Private,10th,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,45.0,United-States,<=50K
31.0,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,8.0,United-States,<=50K
39.0,Federal-gov,Bachelors,Divorced,Tech-support,Unmarried,Black,Female,0.0,625.0,40.0,United-States,<=50K
45.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
20.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
35.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
50.0,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
56.0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,28.0,United-States,<=50K
58.0,Self-emp-not-inc,Masters,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,15.0,United-States,<=50K
32.0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
23.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,12.0,United-States,<=50K
48.0,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,70.0,United-States,<=50K
48.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,Mexico,<=50K
55.0,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,2202.0,0.0,35.0,Italy,<=50K
40.0,Local-gov,Assoc-voc,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,<=50K
50.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
19.0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
22.0,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,1408.0,38.0,United-States,<=50K
33.0,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
50.0,Private,11th,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
43.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
56.0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
46.0,Private,Assoc-voc,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
48.0,Self-emp-inc,Masters,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
65.0,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
29.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,1408.0,40.0,United-States,<=50K
42.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1740.0,43.0,United-States,<=50K
21.0,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
21.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,32.0,United-States,<=50K
30.0,Private,Some-college,Separated,Transport-moving,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=50K
54.0,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
19.0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
55.0,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,37.0,United-States,<=50K
20.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,28.0,United-States,<=50K
53.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Greece,<=50K
33.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
62.0,Private,Some-college,Widowed,Priv-house-serv,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
24.0,Self-emp-not-inc,HS-grad,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
17.0,Self-emp-inc,9th,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
26.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
36.0,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
32.0,Private,10th,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,35.0,United-States,<=50K
72.0,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,2346.0,0.0,40.0,,<=50K
26.0,Federal-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
45.0,,HS-grad,Widowed,,Unmarried,White,Female,0.0,0.0,38.0,United-States,<=50K
72.0,,Assoc-voc,Widowed,,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
27.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,Guatemala,<=50K
28.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
19.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0.0,1721.0,40.0,United-States,<=50K
28.0,Private,Bachelors,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,25.0,United-States,<=50K
70.0,,Bachelors,Divorced,,Not-in-family,White,Female,0.0,0.0,7.0,United-States,<=50K
26.0,Private,Assoc-voc,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,60.0,United-States,<=50K
25.0,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
60.0,Private,1st-4th,Divorced,Craft-repair,Not-in-family,Other,Male,0.0,0.0,38.0,Dominican-Republic,<=50K
31.0,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
51.0,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
18.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
36.0,Private,Bachelors,Divorced,Tech-support,Unmarried,White,Male,0.0,0.0,20.0,United-States,<=50K
78.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,25.0,United-States,<=50K
72.0,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,17.0,United-States,<=50K
24.0,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
58.0,,11th,Married-civ-spouse,,Husband,White,Male,0.0,0.0,16.0,United-States,<=50K
48.0,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
28.0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
26.0,Private,Masters,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,60.0,United-States,<=50K
47.0,Private,5th-6th,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40.0,Jamaica,<=50K
35.0,Federal-gov,5th-6th,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K
17.0,Private,11th,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
37.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,42.0,United-States,<=50K
35.0,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
56.0,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Portugal,<=50K
23.0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,32.0,United-States,<=50K
28.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
55.0,Private,11th,Divorced,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
59.0,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
22.0,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
19.0,Private,11th,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0.0,0.0,19.0,Philippines,<=50K
41.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0.0,0.0,35.0,Mexico,<=50K
32.0,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,Italy,<=50K
67.0,,7th-8th,Married-civ-spouse,,Husband,White,Male,2414.0,0.0,40.0,United-States,<=50K
45.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K
61.0,Private,5th-6th,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,0.0,0.0,45.0,Mexico,<=50K
34.0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
43.0,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
65.0,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=50K
37.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
18.0,Private,7th-8th,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
43.0,Federal-gov,Some-college,Widowed,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,15.0,United-States,<=50K
19.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
40.0,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,China,<=50K
32.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
32.0,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Self-emp-inc,Doctorate,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
36.0,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
33.0,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,36.0,United-States,<=50K
23.0,State-gov,5th-6th,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
21.0,Private,10th,Separated,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,32.0,United-States,<=50K
20.0,,Some-college,Never-married,,Own-child,White,Male,0.0,0.0,15.0,United-States,<=50K
53.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,72.0,United-States,<=50K
58.0,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,60.0,United-States,<=50K
31.0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,65.0,United-States,<=50K
35.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,,11th,Never-married,,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
31.0,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
21.0,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K
18.0,Private,11th,Never-married,Other-service,Own-child,White,Male,0.0,0.0,12.0,United-States,<=50K
32.0,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,48.0,United-States,<=50K
56.0,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,32.0,United-States,<=50K
35.0,Private,Assoc-acdm,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
63.0,Private,12th,Widowed,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
19.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
35.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,50.0,United-States,<=50K
38.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,60.0,United-States,<=50K
22.0,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
20.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
19.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
59.0,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
27.0,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,40.0,Mexico,<=50K
24.0,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,35.0,Jamaica,<=50K
22.0,State-gov,Some-college,Never-married,Other-service,Other-relative,Black,Male,0.0,0.0,39.0,Haiti,<=50K
37.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,52.0,United-States,<=50K
28.0,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
55.0,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,50.0,United-States,<=50K
29.0,,5th-6th,Married-civ-spouse,,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
32.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K
66.0,,Some-college,Divorced,,Other-relative,White,Female,0.0,0.0,35.0,United-States,<=50K
47.0,Local-gov,Some-college,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0.0,0.0,45.0,United-States,<=50K
23.0,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
50.0,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,84.0,United-States,<=50K
51.0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,1590.0,40.0,United-States,<=50K
34.0,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1669.0,45.0,United-States,<=50K
28.0,Private,Bachelors,Never-married,Protective-serv,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
25.0,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
42.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,United-States,<=50K
